date,ML-Optimised Weights,Equal-Weight,SPY_BH
2005-01-31,0.021348800000000057,0.023764639999999893,0.020903814602328596
2005-02-28,-0.010338559999999997,-0.013384020000000052,-0.022133641948444804
2005-03-31,-0.07409277999999997,-0.07064766,-0.014880917951550332
2005-04-30,0.06893937999999994,0.0665869399999999,0.03222470755983031
2005-05-31,0.039414619999999956,0.036507519999999904,-0.0025110870775010286
2005-06-30,0.0488521999999999,0.05159586000000005,0.042452096142232554
2005-07-31,-0.018129260000000036,-0.017825340000000023,-0.009374566839947307
2005-08-31,0.03266895238654011,0.031764460000000105,0.003752636333358206
2005-09-30,-0.02094874000000002,-0.027499300000000004,-0.019494787056094975
2005-10-31,0.059155959999999896,0.060472820000000094,0.04395266962311495
2005-11-30,-0.012768840000000004,-0.010337759999999974,-0.0071764441568920034
2005-12-31,0.08745064000000002,0.0934386399999999,0.029442355724895952
2006-01-31,-0.004237999999999963,-0.005626719999999973,0.005725621951801374
2006-02-28,0.058660480000000015,0.06219721999999994,0.012477590187181198
2006-03-31,0.009463939999999949,0.005461279999999903,0.01665878516798691
2006-04-30,-0.039776460000000034,-0.04792516000000004,-0.030121169291174255
2006-05-31,0.0044658999999999125,0.01501969999999997,-0.0018038182912559764
2006-06-30,-0.03965766000000004,-0.03998705999999996,0.008918311613188123
2006-07-31,0.022174220000000022,0.013812620000000053,0.021822384376983806
2006-08-31,0.005775659999999961,-0.024137399999999976,0.0225045211440138
2006-09-30,0.0647925800000001,0.06348369387755104,0.03605364047716986
2006-10-31,0.0371752349436999,0.04312661999999989,0.019884649151226563
2006-11-30,0.023304440000000093,-0.008867300000000022,0.007756755014386885
2006-12-31,0.03237810204081637,0.03828440816326528,0.020695544533610555
2007-01-31,-0.0006469999999999523,-0.008279099999999984,-0.01961753935335009
2007-02-28,0.014498612244897902,-0.003816220000000036,0.007592514712244203
2007-03-31,0.030393940000000064,0.04057680000000008,0.048438101638237585
2007-04-30,0.03054741999999997,0.0467716,0.0339200538617499
2007-05-31,-0.0020641999999999596,-0.004868877551020389,-0.01884961883982139
2007-06-30,-0.05125090000000001,-0.04554530000000005,-0.027135015272816698
2007-07-31,-0.002092679999999957,-0.004510400000000025,0.012833125161350045
2007-08-31,0.014092380000000015,0.0388164489795918,0.03380992292864571
2007-09-30,-0.0013279791666667142,-0.003675553191489377,0.018374419599758163
2007-10-31,-0.023868099999999948,-0.07464181999999997,-0.038732611765817104
2007-11-30,-0.0015342200000000297,0.01928859999999999,-0.0164802597260727
2007-12-31,-0.07019238000000005,-0.08277822000000003,-0.05547464397844992
2008-01-31,-0.040978280000000034,-0.03227325999999997,-0.025842356608266392
2008-02-29,-0.02777054000000001,-0.020571899999999976,-0.013824766324548321
2008-03-31,0.008377259999999942,0.03059227527380004,0.05284897667079824
2008-04-30,0.05754593999999991,0.06049714000000004,0.015116487037661663
2008-05-31,-0.08458381632653056,-0.027167280000000016,-0.08813700931620327
2008-06-30,0.026036559999999986,0.011284640000000068,-0.004028851895998442
2008-07-31,0.035576820000000065,-0.036076499999999956,0.015453804437803864
2008-08-31,-0.12972104000000007,-0.17124430000000002,-0.09938656857458605
2008-09-30,-0.21042539999999998,-0.16983714000000005,-0.16035435891599104
2008-10-31,-0.09565261999999997,-0.11474249999999997,-0.06960672139954427
2008-11-30,0.0373921224489796,0.028810083333333236,0.0016653418258567587
2008-12-31,-0.08985114000000005,-0.07096650000000004,-0.07466380826086116
2009-01-31,-0.11097809999999997,-0.10243146000000003,-0.10744852321690168
2009-02-28,0.0532086799999999,0.06646667999999989,0.07561169713042815
2009-03-31,0.14903507999999988,0.12857891999999993,0.10721456044810251
2009-04-30,0.07625919999999996,0.045330339999999913,0.05845349996777016
2009-05-31,0.03520975999999998,0.03650671428571417,-0.006267866930326993
2009-06-30,0.08373232000000008,0.07958904,0.08067545257451658
2009-07-31,0.017016800000000054,0.005707980000000058,0.03693939484916253
2009-08-31,0.05962436000000004,0.030028080000000013,0.03054899257097632
2009-09-30,-0.047846060000000024,-0.055911000000000044,-0.014553882571776144
2009-10-31,0.02527394000000005,0.020837419999999995,0.061607208792496815
2009-11-30,0.08321297999999999,0.09638851020408168,0.01364349065457815
2009-12-31,-0.04775051020408161,-0.04996528571428571,-0.031154354549277175
2010-01-31,0.03968699999999992,0.04520136000000006,0.031194697701817153
2010-02-28,0.07891078000000007,0.07115646000000007,0.05652909531625139
2010-03-31,0.0650445999999999,0.09878492000000005,0.019651126359607973
2010-04-30,-0.05814055999999996,-0.061261220000000005,-0.07945417026678747
2010-05-31,-0.10163736000000001,-0.14586657999999997,-0.056230697966005994
2010-06-30,0.07883095918367344,0.08049181632653057,0.07338257603333909
2010-07-31,-0.07675567999999999,-0.10132094000000003,-0.04498041615958759
2010-08-31,0.14649101999999992,0.158894387755102,0.0837531284291797
2010-09-30,0.03345565999999989,0.024095469387755197,0.04376010741332226
2010-10-31,0.019118224489795943,0.06716867346938782,0.0
2010-11-30,0.06791565306122449,0.0862539166666666,0.06127069752778014
2010-12-31,-0.0012686400000000422,-0.011952940000000023,0.028681677927683946
2011-01-31,0.03379132000000007,0.03333902,0.0347377435970766
2011-02-28,0.07348955999999995,0.06723131999999998,-0.00420600020278572
2011-03-31,0.0005346530612245779,-0.0005551020408164345,0.033431486356463314
2011-04-30,-0.008708759999999982,-0.016291387755102082,-0.011214437341891204
2011-05-31,-0.018325399999999957,-0.007523440000000047,-0.021719801620059598
2011-06-30,-0.03251051999999999,-0.029490539999999954,-0.015145978751431421
2011-07-31,-0.08666867999999994,-0.08255548000000001,-0.054975822671912256
2011-08-31,-0.09028155102040814,-0.18099342857142853,-0.07421058728643304
2011-09-30,0.12601459999999987,0.14130637999999995,0.11488555620859486
2011-10-31,-0.0025758200000000056,0.0010912600000000392,-0.004063427355200933
2011-11-30,0.04322989999999993,-0.009544600000000014,0.00408000616385662
