date,period_ret
2014-01-31,0.04664545432914736
2014-02-28,0.0035387818134309497
2014-03-31,-0.00628151607002879
2014-04-30,0.022412601712241357
2014-05-31,0.03447244467160738
2014-06-30,-0.029118277025300277
2014-07-31,0.05181201990950228
2014-08-31,-0.016476398415537927
2014-09-30,0.030174958020989566
2014-10-31,0.03053505997001505
2014-11-30,0.011379753623188424
2014-12-31,-0.022157398635846946
2015-01-31,0.059085920634920575
2015-02-28,-0.001265764059469935
2015-03-31,-0.015582465838509302
2015-04-30,0.021824154013539696
2015-05-31,-0.008932371787647718
2015-06-30,0.022059860911735802
2015-07-31,-0.04455433832200927
2015-08-31,-0.019052754593810412
2015-09-30,0.04527728316492241
2015-10-31,0.004717209990749234
2015-11-30,-0.010690625383426433
2015-12-31,-0.05420540196811335
2016-01-31,0.005502503248548902
2016-02-29,0.06592494934950112
2016-03-31,0.0012011242586249548
2016-04-30,0.017075557218174796
2016-05-31,0.0020114284752094065
2016-06-30,0.036353968627450974
2016-07-31,-0.007819277310639063
2016-08-31,0.0010079287331766318
2016-09-30,-0.019682153505639677
2016-10-31,0.04467482742578038
2016-11-30,0.012179720185637087
2016-12-31,0.015934484199974005
2017-01-31,0.025964825920404052
2017-02-28,0.002766145032558762
2017-03-31,0.00873470663724992
2017-04-30,0.02803942458628838
2017-05-31,0.007803125858123659
2017-06-30,0.018479802926647512
2017-07-31,0.00564872923976618
2017-08-31,0.03770981750572075
2017-09-30,0.03301632065217394
2017-10-31,0.032571402061855714
2017-11-30,0.007702960257787256
2017-12-31,0.0660753456439393
2018-01-31,-0.03028614844253495
2018-02-28,-0.0091090454449821
2018-03-31,0.0010421520358221625
2018-04-30,0.011747217662289377
2018-05-31,0.00038552112868179883
2018-06-30,0.01983633887924885
2018-07-31,0.033742086815550666
2018-08-31,-0.0003986641745807316
2018-09-30,-0.09831687628865976
2018-10-31,0.017228482471776677
2018-11-30,-0.10472646875000004
2018-12-31,0.09673258152337103
2019-01-31,0.032013945796472314
2019-02-28,0.005440643345709483
2019-03-31,0.03404784730522024
2019-04-30,-0.0404070596687767
2019-05-31,0.05535705998748602
2019-06-30,0.015663755716132464
2019-07-31,-0.015861353295860966
2019-08-31,0.009558497186324323
2019-09-30,0.012179424556897198
2019-10-31,0.03469191249943216
2019-11-30,0.010716242618696262
2019-12-31,0.006271957164415564
2020-01-31,-0.06750151429114205
2020-02-29,-0.15780701041666664
2020-03-31,0.07094766209645262
2020-04-30,0.04063513092760128
2020-05-31,0.014732609119512432
2020-06-30,0.04624307350104933
2020-07-31,0.017123558180816414
2020-08-31,-0.01629628840616728
2020-09-30,-0.003927786769843509
2020-10-31,0.06109420210929672
2020-11-30,0.018515839692090197
2020-12-31,0.0014324456337795053
2021-01-31,0.024831031750524674
2021-02-28,0.0170296480899841
2021-03-31,0.04532727935021406
2021-04-30,0.019647059259259202
2021-05-31,0.009474765084837987
2021-06-30,0.020876830868342192
2021-07-31,0.02611645299145302
2021-08-31,-0.0491060034305317
2021-09-30,0.07442465740740742
2021-10-31,-0.027573819800569756
2021-11-30,0.04781392592592594
2021-12-31,-0.07063085588293617
2022-01-31,-0.012881927723840383
2022-02-28,0.03439506324248773
2022-03-31,-0.04016250991198237
2022-04-30,0.013681630406290866
2022-05-31,-0.04464216459087561
2022-06-30,0.08011572185784234
2022-07-31,-0.021729336333777348
2022-08-31,-0.08493117217217212
2022-09-30,0.08309763910651954
2022-10-31,0.03322274824166733
2022-11-30,-0.042828442547254396
2022-12-31,0.040419129354136364
2023-01-31,-0.02245664631890492
2023-02-28,0.014107257818116503
2023-03-31,-0.021503820812365248
2023-04-30,-0.024063646655231582
2023-05-31,0.07721714515450032
2023-06-30,0.03759260419297814
2023-07-31,-0.019169510812581954
2023-08-31,-0.04985472857142861
2023-09-30,-0.03937596991486896
2023-10-31,0.09160443360988405
2023-11-30,0.05510365729607007
2023-12-31,0.011039073910677629
2024-01-31,0.06065462033638323
2024-02-29,0.020073603922241754
2024-03-31,-0.033415786113851306
2024-04-30,0.027736116200272606
2024-05-31,0.006494207737774875
2024-06-30,0.02092367337333166
2024-07-31,0.019959062719615672
2024-08-31,0.016175072889764046
2024-09-30,0.0018290746745911707
2024-10-31,0.08462929585498791
2024-11-30,-0.04807828554502012
